,token,token_id,anchor_type,event_anno
1091,Interesten,24-96,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1092,meer,24-97,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1093,",",24-98,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1094,begeeren,24-99,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1095,bebonnen,24-100,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1096,niet,24-101,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1097,anders,24-102,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1098,te,24-103,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1099,doen,24-104,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1100,als,24-105,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1101,ons,24-106,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1102,volck,24-107,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1103,ende,24-108,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1104,goederen,24-109,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1105,voor,24-110,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1106,reen,24-111,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1107,tijt,24-112,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1108,e,24-113,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1109,1,25-1,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1110,„,25-2,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1111,90,25-3,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1112,t,25-4,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1113,ked,25-5,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1114,ee,26-1,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1115,.,26-2,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1116,ve,27-1,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1117,een,27-2,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1118,Diamanten,28-1,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1119,sijn,28-2,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1120,daer,28-3,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1121,noch,28-4,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1122,wel,28-5,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1123,te,28-6,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1124,becomen,28-7,"('isOfType', 'isOfType', 'isOfType', '0')","('Getting', 'Getting', 'Getting', '0')"
1125,",",28-8,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1126,maer,28-9,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1127,dier,28-10,"('0', '0', 'isOfType', '0')","('0', '0', 'HavingInternalState+', '0')"
1128,eeen,29-1,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1129,tijt,30-1,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1130,van,30-2,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1131,masilupats,30-3,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1132,.,30-4,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1133,te,30-5,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1134,lichten,30-6,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1135,ende,30-7,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1136,eenige,30-8,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1137,Scheepen,30-9,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1138,in,30-10,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1139,de,30-11,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1140,mlaenden,30-12,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1141,Februarij,30-13,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1142,ende,30-14,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1143,Meert,30-15,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1144,daer,30-16,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1145,voor,30-17,"('isOfType', '0', '0', '0')","('Miscellaneous', '0', '0', '0')"
1146,te,30-18,"('isOfType', 'isOfType', '0', '0')","('Miscellaneous', 'BeingAtAPlace', '0', '0')"
1147,houden,30-19,"('isOfType', 'isOfType', '0', '0')","('Miscellaneous', 'BeingAtAPlace', '0', '0')"
1148,",",30-20,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1149,om,30-21,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1150,ons,30-22,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1151,van,30-23,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1152,t'iloorsche,30-24,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1154,-,30-25,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1155,Vaertuijch,30-26,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1156,te,30-27,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1157,verseeckeren,30-28,"('isOfType', '0', '0', 'evokes')","('Miscellaneous', '0', '0', 'TakingSomeoneUnderControl')"
1158,",",30-29,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1159,en,30-30,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1160,de,30-31,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1161,Grooten,30-32,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1162,bij,30-33,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1163,dien,30-34,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1164,middel,30-35,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1165,te,30-36,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1166,constringeren,30-37,"('isOfType', '0', '0', 'isOfType')","('TakingSomeoneUnderControl', '0', '0', 'Miscellaneous')"
1167,tot,30-38,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1168,restauratie,30-39,"('0', 'evokes', '0', '0')","('0', 'Giving', '0', '0')"
1169,vande,30-40,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1170,geleden,30-41,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1171,Interesten,30-42,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1172,ende,30-43,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1173,schaden,30-44,"('isOfType', '0', '0', '0')","('Damaging', '0', '0', '0')"
1174,",",30-45,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1175,mitsgaders,30-46,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1176,Dat,30-47,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1177,ons,30-48,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1178,den,30-49,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1179,vrijen,30-50,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1180,ende,30-51,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1181,onbecommerden,30-52,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1182,handel,30-53,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1183,in,30-54,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1184,Masilicat,30-55,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1185,nam,30-56,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1186,gedoogen,30-57,"('0', '0', '0', 'evokes')","('0', '0', '0', 'AlteringARelationship')"
1187,.,30-58,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1188,Nae,30-59,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1189,d'onse,30-60,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1190,vande,30-61,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1191,custe,30-62,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1192,aduiseren,30-63,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1193,",",30-64,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1194,behoeuen,30-65,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1195,met,30-66,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1196,eens,30-67,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1197,sbaricheijt,30-68,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1198,daer,30-69,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1199,in,30-70,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1200,te,30-71,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1201,maecken,30-72,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1202,",",30-73,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1203,alsoo,30-74,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1204,den,30-75,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1205,handel,30-76,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1206,in,30-77,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1207,Malilipals,30-78,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1208,",",30-79,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1209,daer,30-80,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1210,door,30-81,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1211,niet,30-82,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1212,lange,30-83,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1213,sullen,30-84,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1214,deruen,30-85,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1215,:,30-86,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1216,De,30-87,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1217,Grootste,30-88,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1218,Mooren,30-89,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1219,die,30-90,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1220,ons,30-91,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1221,de,30-92,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1222,meeste,30-93,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1223,ouerlast,30-94,"('isOfType', 0, '0', 'isOfType')","('ViolentContest', 'BeginningARelationship', '0', 'BeingInConflict')"
1224,doen,30-95,"('isOfType', 0, '0', 'isOfType')","('ViolentContest', 'BeginningARelationship', '0', 'BeingInConflict')"
1225,",",30-96,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1226,sijn,30-97,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1227,de,30-98,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1228,geene,30-99,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1229,",",30-100,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1230,twelcke,30-101,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1231,de,30-102,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1232,voorneemste,30-103,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1233,capitalen,30-104,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1234,nae,30-105,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1235,Mocha,30-106,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1236,",",30-107,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1237,Atchin,30-108,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1238,",",30-109,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1239,Regu,30-110,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1240,ende,30-111,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1241,elders,30-112,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1242,teiqueren,30-113,"(0, '0', '0', '0')","('FinancialTransaction', '0', '0', '0')"
1243,",",30-114,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1244,sij,30-115,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1245,mogen,30-116,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1246,den,30-117,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1247,handel,30-118,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1248,op,30-119,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1249,dese,30-120,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1250,Quartieren,30-121,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1251,veel,30-122,"('evokes', '0', '0', '0')","('Decreasing', '0', '0', '0')"
1252,min,30-123,"('evokes', '0', '0', '0')","('Decreasing', '0', '0', '0')"
1253,dan,30-124,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1254,Wij,30-125,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1255,Marilwats,30-126,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1256,.,30-127,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1257,deruen,30-128,"('isOfType', '0', '0', '0')","('FinancialTransaction', '0', '0', '0')"
1258,.,30-129,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1259,U,30-130,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1260,Ed,30-131,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1261,:,30-132,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1262,aduijs,30-133,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1263,aengaende,30-134,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1264,t'redres,30-135,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1265,van,30-136,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1266,dese,30-137,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1267,saecke,30-138,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1268,",",30-139,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1269,sullen,30-140,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1270,daerop,30-141,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1271,gaerne,30-142,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1272,hooren,30-143,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1273,.,30-144,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1274,eeveee,31-1,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1275,Der,32-1,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1276,neuens,32-2,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1277,gaende,32-3,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1278,copie,32-4,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1279,van,32-5,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1280,missiue,32-6,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1281,ouer,32-7,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1282,de,32-8,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1283,Custe,32-9,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1284,Choromme,32-10,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1285,.,32-11,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1286,van,32-12,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1287,Surarte,32-13,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1288,becomen,32-14,"('isOfType', 0, '0', '0')","('Getting', 'Giving', '0', '0')"
1289,",",32-15,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1290,sullen,32-16,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1291,u,32-17,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1292,Ed,32-18,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1293,:,32-19,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1294,dien,32-20,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1295,hoe,32-21,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1296,d'onse,32-22,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1297,aldaer,32-23,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1298,sonder,32-24,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1299,Negotie,32-25,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1300,saten,32-26,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1301,",",32-27,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1302,belast,32-28,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1303,sijnde,32-29,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1304,met,32-30,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1305,200,32-31,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1306,O,32-32,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1307,gl,32-33,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1308,.,32-34,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1309,a,32-35,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1310,deposito,32-36,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1311,gelicht,32-37,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1312,",",32-38,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1313,waer,32-39,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1314,voor,32-40,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1315,grooten,32-41,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1316,Interest,32-42,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1317,moeten,32-43,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1318,betalen,32-44,"('0', 'isOfType', 'isOfType', '0')","('0', 'FinancialTransaction', 'FinancialTransaction', '0')"
1319,Ede,33-1,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1320,specerijen,33-2,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1321,Nagelen,33-3,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1322,",",33-4,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1323,Nooten,33-5,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1324,ende,33-6,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1325,foelije,33-7,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1326,waren,33-8,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1327,meer,33-9,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1328,dan,33-10,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1329,50,33-11,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1330,.,33-12,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1331,Rcento,33-13,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1332,in,33-14,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1333,prijs,33-15,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1334,gedaelt,33-16,"(0, '0', 'isOfType', '0')","('Decreasing', '0', 'Decreasing', '0')"
1335,",",33-17,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1336,conden,33-18,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1337,geene,33-19,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1338,vercoopen,33-20,"('isOfType', 'isOfType', 'isOfType', 'isOfType')","('Selling', 'Selling', 'Selling', 'Selling')"
1339,",",33-21,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1340,dan,33-22,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1341,tot,33-23,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1342,leegen,33-24,"('0', '0', 'evokes', '0')","('0', '0', 'HavingInternalState', '0')"
1343,Phris,33-25,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1344,Ambeine,34-1,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1345,Banda,34-2,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1346,Js,35-1,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1347,Almigon,35-2,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1348,eicht,35-3,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1349,bij,35-4,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1350,paliacatte,35-5,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1351,drijuen,35-6,"('isOfType', '0', '0', '0')","('FinancialTransaction', '0', '0', '0')"
1352,d'Engelschen,35-7,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1354,haren,35-8,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1355,handel,35-9,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1356,",",35-10,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1357,welcke,35-11,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1358,plaetse,35-12,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1359,haer,35-13,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1360,soo,35-14,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1361,:,35-15,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1362,dienstich,35-16,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1363,is,35-17,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1364,",",35-18,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1365,als,35-19,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1366,ons,35-20,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1367,Paliacatte,35-21,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1368,.,35-22,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1369,Op,35-23,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1370,haer,35-24,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1371,versouck,35-25,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1372,is,35-26,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1373,d'onse,35-27,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1374,den,35-28,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1375,handel,35-29,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1376,aldaer,35-30,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1377,verboden,35-31,"('0', '0', '0', 'isOfType')","('0', '0', '0', 'AlteringARelationship')"
1378,",",35-32,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1379,hebben,35-33,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1380,daer,35-34,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1381,een,35-35,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1382,steenen,35-36,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1383,Huijs,35-37,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1384,geboudt,35-38,"('0', 0, '0', 'isOfType')","('0', 'Miscellaneous', '0', 'Miscellaneous')"
1385,met,35-39,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1386,een,35-40,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1387,aerden,35-41,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1388,weal,35-42,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1389,omtrocken,35-43,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1390,",",35-44,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1391,ende,35-45,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1392,geuen,35-46,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1393,-,35-47,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1394,.,35-48,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1395,uijt,35-49,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1396,aldaer,35-50,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1397,fortificeren,35-51,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1398,sullen,35-52,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1399,Met,36-1,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1400,onse,36-2,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1401,Jongste,36-3,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1402,is,36-4,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1403,uEd,36-5,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1404,:,36-6,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1405,geaduiseert,36-7,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1406,hoe,36-8,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1407,van,36-9,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1408,hier,36-10,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1409,door,36-11,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1410,de,36-12,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1411,Strate,36-13,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1412,van,36-14,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1413,Mallacca,36-15,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1415,nae,36-16,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1416,Masilipats,36-17,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1417,.,36-18,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1418,geboorden,36-19,"('isOfType', 'isOfType', 'isOfType', 'isOfType')","('Transportation', 'Transportation', 'Transportation', 'Transportation')"
1419,hadden,36-20,"('isOfType', '0', '0', '0')","('Transportation', '0', '0', '0')"
1420,t,36-21,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1421,',36-22,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1422,Jacht,36-23,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1423,Wedenblycq,36-24,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1424,met,36-25,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1425,een,36-26,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1426,Capitael,36-27,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1427,van,36-28,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1428,l,36-29,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1429,120885,36-30,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1430,„,36-31,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1431,15,36-32,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1432,„,36-33,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1433,Waer,36-34,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1434,mede,36-35,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1435,oock,36-36,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1436,ouergegaen,36-37,"(0, 'isOfType', 0, '0')","('Transportation', 'Transportation', 'TransLocation', '0')"
1437,is,36-38,"(0, '0', '0', '0')","('Transportation', '0', '0', '0')"
1438,",",36-39,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1439,Mousabeeck,36-40,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1440,",",36-41,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1441,Ambassadeur,36-42,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1442,des,36-43,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1443,Conincks,36-44,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1444,van,36-45,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1445,Pertia,36-46,"('0', '0', '0', '0')","('0', '0', '0', '0')"
