,mention,anchor_type,mention_token_id,mention_character_id,eventclass,Patient_offsets,Agent_offsets,Location_offsets,Time_offsets,AgentPatient_offsets,Benefactive_offsets,Cargo_offsets,Source_offsets,Target_offsets,Path_offsets,Instrument_offsets,mention_span,mention_span_ids,mention_in_context,eventclass_no_number,last_token_id
200,rood,isOfType,10-81,8181-8185,HavingInternalState-[284],['10-77'],None,None,None,None,None,None,None,None,None,None,tijd van rood,"['10-79', '10-80', '10-81']","onze eisch van geld niet moge verminderd Worden , alzo er geen Vertier is van koopmanschappen en wij in [ tijd van rood ] bij partikulieren Weinig geld zonder Vinder . Na dat Wij tijding erlangden Wegens de verovering van Trinkonomale schreefde",HavingInternalState-,10-81
201,geld,evokes,10-85,8211-8215,FinancialTransaction[285],None,"['10-83', '10-77']",None,None,None,None,None,None,None,None,None,geld zonder Vinder,"['10-85', '10-86', '10-87']","verminderd Worden , alzo er geen Vertier is van koopmanschappen en wij in tijd van rood bij partikulieren Weinig [ geld zonder Vinder ] . Na dat Wij tijding erlangden Wegens de verovering van Trinkonomale schreefde eerstgeteekende een brief aan den aldaar",FinancialTransaction,10-87
202,zonder,evokes,10-86,8216-8222,FinancialTransaction[285],None,"['10-83', '10-77']",None,None,None,None,None,None,None,None,None,geld zonder Vinder,"['10-85', '10-86', '10-87']","verminderd Worden , alzo er geen Vertier is van koopmanschappen en wij in tijd van rood bij partikulieren Weinig [ geld zonder Vinder ] . Na dat Wij tijding erlangden Wegens de verovering van Trinkonomale schreefde eerstgeteekende een brief aan den aldaar",FinancialTransaction,10-87
203,Vinder,evokes,10-87,8223-8229,FinancialTransaction[285],None,"['10-83', '10-77']",None,None,None,None,None,None,None,None,None,geld zonder Vinder,"['10-85', '10-86', '10-87']","verminderd Worden , alzo er geen Vertier is van koopmanschappen en wij in tijd van rood bij partikulieren Weinig [ geld zonder Vinder ] . Na dat Wij tijding erlangden Wegens de verovering van Trinkonomale schreefde eerstgeteekende een brief aan den aldaar",FinancialTransaction,10-87
204,de,isOfType,10-95,8267-8269,TakingUnderControl[286]|Invasion[287],['10-98[176]|10-98[177]'],None,None,None,None,None,None,None,None,None,None,de verovering,"['10-95', '10-96']","en wij in tijd van rood bij partikulieren Weinig geld zonder Vinder . Na dat Wij tijding erlangden Wegens [ de verovering ] van Trinkonomale schreefde eerstgeteekende een brief aan den aldaar kommandeerenden Engelschen officier , Waar bij hij hem Verzogt dat",TakingUnderControl,10-96
205,verovering,isOfType,10-96,8270-8280,TakingUnderControl[286]|Invasion[287],['10-98[176]|10-98[177]'],None,None,None,None,None,None,None,None,None,None,de verovering,"['10-95', '10-96']","en wij in tijd van rood bij partikulieren Weinig geld zonder Vinder . Na dat Wij tijding erlangden Wegens [ de verovering ] van Trinkonomale schreefde eerstgeteekende een brief aan den aldaar kommandeerenden Engelschen officier , Waar bij hij hem Verzogt dat",TakingUnderControl,10-96
206,kommandeerenden,isOfType,10-106,8349-8364,BeingLeader,['10-107[178]'],None,None,None,None,None,None,None,None,None,None,kommandeerenden,['10-106'],"Vinder . Na dat Wij tijding erlangden Wegens de verovering van Trinkonomale schreefde eerstgeteekende een brief aan den aldaar [ kommandeerenden ] Engelschen officier , Waar bij hij hem Verzogt dat de getrouwde Kompanies dienaren niet mogten na Madras Worden vervoerd en",BeingLeader,10-106
207,Verzogt,isOfType,10-114,8403-8410,Request,['10-113'],['10-112'],None,None,None,None,None,None,None,None,None,Verzogt,['10-114'],"de verovering van Trinkonomale schreefde eerstgeteekende een brief aan den aldaar kommandeerenden Engelschen officier , Waar bij hij hem [ Verzogt ] dat de getrouwde Kompanies dienaren niet mogten na Madras Worden vervoerd en dat het fonds van de dia konij onaengeroerd",Request,10-114
208,Worden,isOfType,10-124,8469-8475,Transportation[288],['10-116[179]'],None,None,None,None,None,None,None,['10-123'],None,None,Worden vervoerd,"['10-124', '10-125']","aldaar kommandeerenden Engelschen officier , Waar bij hij hem Verzogt dat de getrouwde Kompanies dienaren niet mogten na Madras [ Worden vervoerd ] en dat het fonds van de dia konij onaengeroerd nogt blijven . De heer Admiraal Hughes , die inmiddels",Transportation,10-125
209,vervoerd,isOfType,10-125,8476-8484,Transportation[288],['10-116[179]'],None,None,None,None,None,None,None,['10-123'],None,None,Worden vervoerd,"['10-124', '10-125']","aldaar kommandeerenden Engelschen officier , Waar bij hij hem Verzogt dat de getrouwde Kompanies dienaren niet mogten na Madras [ Worden vervoerd ] en dat het fonds van de dia konij onaengeroerd nogt blijven . De heer Admiraal Hughes , die inmiddels",Transportation,10-125
210,vertrokken,isOfType,10-151,8614-8624,Leaving,None,['10-140[180]'],None,None,None,None,None,None,['10-149'],None,['10-146[181]'],vertrokken,['10-151'],"dia konij onaengeroerd nogt blijven . De heer Admiraal Hughes , die inmiddels met zijn Vloot na Madras Was [ vertrokken ] , dog den 23 . febr : net tien scheeper te rugge k Wan , heeft bij een beleefden brief",Leaving,10-151
211,te,isOfType,10-162,8662-8664,Arriving[289],None,['10-140[180]'],None,None,None,None,None,None,None,None,['10-160[182]'],te rugge k Wan,"['10-162', '10-163', '10-164', '10-165']","die inmiddels met zijn Vloot na Madras Was vertrokken , dog den 23 . febr : net tien scheeper [ te rugge k Wan ] , heeft bij een beleefden brief Van den 28:e febr : daar op geantwoord , dat hij",Arriving,10-165
212,rugge,isOfType,10-163,8665-8670,Arriving[289],None,['10-140[180]'],None,None,None,None,None,None,None,None,['10-160[182]'],te rugge k Wan,"['10-162', '10-163', '10-164', '10-165']","die inmiddels met zijn Vloot na Madras Was vertrokken , dog den 23 . febr : net tien scheeper [ te rugge k Wan ] , heeft bij een beleefden brief Van den 28:e febr : daar op geantwoord , dat hij",Arriving,10-165
213,k,isOfType,10-164,8671-8672,Arriving[289],None,['10-140[180]'],None,None,None,None,None,None,None,None,['10-160[182]'],te rugge k Wan,"['10-162', '10-163', '10-164', '10-165']","die inmiddels met zijn Vloot na Madras Was vertrokken , dog den 23 . febr : net tien scheeper [ te rugge k Wan ] , heeft bij een beleefden brief Van den 28:e febr : daar op geantwoord , dat hij",Arriving,10-165
214,Wan,isOfType,10-165,8673-8676,Arriving[289],None,['10-140[180]'],None,None,None,None,None,None,None,None,['10-160[182]'],te rugge k Wan,"['10-162', '10-163', '10-164', '10-165']","die inmiddels met zijn Vloot na Madras Was vertrokken , dog den 23 . febr : net tien scheeper [ te rugge k Wan ] , heeft bij een beleefden brief Van den 28:e febr : daar op geantwoord , dat hij",Arriving,10-165
215,staat,evokes,10-184,8760-8765,HavingInternalState-[290],['10-182[183]'],None,None,None,None,None,None,None,None,None,None,staat kurdige noodzakelijkheid,"['10-184', '10-185', '10-186']","Wan , heeft bij een beleefden brief Van den 28:e febr : daar op geantwoord , dat hij door [ staat kurdige noodzakelijkheid ] gedwongen genoodzaakt was geweest , veelen zo 5 getrouwden als ongetrouwden na Madras op te zenden , maar",HavingInternalState-,10-186
216,kurdige,evokes,10-185,8766-8773,HavingInternalState-[290],['10-182[183]'],None,None,None,None,None,None,None,None,None,None,staat kurdige noodzakelijkheid,"['10-184', '10-185', '10-186']","Wan , heeft bij een beleefden brief Van den 28:e febr : daar op geantwoord , dat hij door [ staat kurdige noodzakelijkheid ] gedwongen genoodzaakt was geweest , veelen zo 5 getrouwden als ongetrouwden na Madras op te zenden , maar",HavingInternalState-,10-186
217,noodzakelijkheid,evokes,10-186,8774-8790,HavingInternalState-[290],['10-182[183]'],None,None,None,None,None,None,None,None,None,None,staat kurdige noodzakelijkheid,"['10-184', '10-185', '10-186']","Wan , heeft bij een beleefden brief Van den 28:e febr : daar op geantwoord , dat hij door [ staat kurdige noodzakelijkheid ] gedwongen genoodzaakt was geweest , veelen zo 5 getrouwden als ongetrouwden na Madras op te zenden , maar",HavingInternalState-,10-186
218,gedwongen,isOfType,10-187,8791-8800,ForceToAct,['10-182[184]'],['10-184[186]'],None,None,None,None,None,None,None,None,None,gedwongen genoodzaakt,"['10-187', '10-188']","bij een beleefden brief Van den 28:e febr : daar op geantwoord , dat hij door staat kurdige noodzakelijkheid [ gedwongen genoodzaakt ] was geweest , veelen zo 5 getrouwden als ongetrouwden na Madras op te zenden , maar dat zij met",ForceToAct,10-188
219,genoodzaakt,isOfType,10-188,8801-8812,ForceToAct,['10-182[185]'],['10-184[187]'],None,None,None,None,None,None,None,None,None,gedwongen genoodzaakt,"['10-187', '10-188']","bij een beleefden brief Van den 28:e febr : daar op geantwoord , dat hij door staat kurdige noodzakelijkheid [ gedwongen genoodzaakt ] was geweest , veelen zo 5 getrouwden als ongetrouwden na Madras op te zenden , maar dat zij met",ForceToAct,10-188
220,op,evokes,10-200,8876-8878,Transportation[291],['10-193[188]'],None,None,None,None,None,None,None,['10-199'],None,None,op te zenden,"['10-200', '10-201', '10-202']","dat hij door staat kurdige noodzakelijkheid gedwongen genoodzaakt was geweest , veelen zo 5 getrouwden als ongetrouwden na Madras [ op te zenden ] , maar dat zij met groote edelmoedigheid behandeld Waren , Wijl hunne huisen niet geplunderd en hunne goederen",Transportation,10-202
221,te,evokes,10-201,8879-8881,Transportation[291],['10-193[188]'],None,None,None,None,None,None,None,['10-199'],None,None,op te zenden,"['10-200', '10-201', '10-202']","dat hij door staat kurdige noodzakelijkheid gedwongen genoodzaakt was geweest , veelen zo 5 getrouwden als ongetrouwden na Madras [ op te zenden ] , maar dat zij met groote edelmoedigheid behandeld Waren , Wijl hunne huisen niet geplunderd en hunne goederen",Transportation,10-202
222,zenden,evokes,10-202,8882-8888,Transportation[291],['10-193[188]'],None,None,None,None,None,None,None,['10-199'],None,None,op te zenden,"['10-200', '10-201', '10-202']","dat hij door staat kurdige noodzakelijkheid gedwongen genoodzaakt was geweest , veelen zo 5 getrouwden als ongetrouwden na Madras [ op te zenden ] , maar dat zij met groote edelmoedigheid behandeld Waren , Wijl hunne huisen niet geplunderd en hunne goederen",Transportation,10-202
223,geplunderd,evokes,10-217,8969-8979,BeingDamaged,['10-214[189]'],None,None,None,None,None,None,None,None,None,None,geplunderd,['10-217'],"na Madras op te zenden , maar dat zij met groote edelmoedigheid behandeld Waren , Wijl hunne huisen niet [ geplunderd ] en hunne goederen aan hen in eigendom gehoorende aan hen gelaaten waaren , en dat 't fords van de armen",BeingDamaged,10-217
224,in,isOfType,10-223,9006-9008,HavingInPossession[292],['10-219[190]'],['10-222'],None,None,None,None,None,None,None,None,None,in eigendom gehoorende,"['10-223', '10-224', '10-225']","maar dat zij met groote edelmoedigheid behandeld Waren , Wijl hunne huisen niet geplunderd en hunne goederen aan hen [ in eigendom gehoorende ] aan hen gelaaten waaren , en dat 't fords van de armen onaangeroerd was gebleeven en aangelegd konde",HavingInPossession,10-225
225,eigendom,isOfType,10-224,9009-9017,HavingInPossession[292],['10-219[190]'],['10-222'],None,None,None,None,None,None,None,None,None,in eigendom gehoorende,"['10-223', '10-224', '10-225']","maar dat zij met groote edelmoedigheid behandeld Waren , Wijl hunne huisen niet geplunderd en hunne goederen aan hen [ in eigendom gehoorende ] aan hen gelaaten waaren , en dat 't fords van de armen onaangeroerd was gebleeven en aangelegd konde",HavingInPossession,10-225
226,gehoorende,isOfType,10-225,9018-9028,HavingInPossession[292],['10-219[190]'],['10-222'],None,None,None,None,None,None,None,None,None,in eigendom gehoorende,"['10-223', '10-224', '10-225']","maar dat zij met groote edelmoedigheid behandeld Waren , Wijl hunne huisen niet geplunderd en hunne goederen aan hen [ in eigendom gehoorende ] aan hen gelaaten waaren , en dat 't fords van de armen onaangeroerd was gebleeven en aangelegd konde",HavingInPossession,10-225
227,aangelegd,evokes,10-242,9113-9122,FinancialTransaction[293],['10-233[191]'],None,None,None,None,None,None,None,None,None,None,aangelegd konde Worden,"['10-242', '10-243', '10-244']","in eigendom gehoorende aan hen gelaaten waaren , en dat 't fords van de armen onaangeroerd was gebleeven en [ aangelegd konde Worden ] tot nut Van de geenen , Waar toe het bestend was . Wij hebben de eer een afschrift",FinancialTransaction,10-244
228,konde,evokes,10-243,9123-9128,FinancialTransaction[293],['10-233[191]'],None,None,None,None,None,None,None,None,None,None,aangelegd konde Worden,"['10-242', '10-243', '10-244']","in eigendom gehoorende aan hen gelaaten waaren , en dat 't fords van de armen onaangeroerd was gebleeven en [ aangelegd konde Worden ] tot nut Van de geenen , Waar toe het bestend was . Wij hebben de eer een afschrift",FinancialTransaction,10-244
229,Worden,evokes,10-244,9129-9135,FinancialTransaction[293],['10-233[191]'],None,None,None,None,None,None,None,None,None,None,aangelegd konde Worden,"['10-242', '10-243', '10-244']","in eigendom gehoorende aan hen gelaaten waaren , en dat 't fords van de armen onaangeroerd was gebleeven en [ aangelegd konde Worden ] tot nut Van de geenen , Waar toe het bestend was . Wij hebben de eer een afschrift",FinancialTransaction,10-244
230,aan,isOfType,10-273,9286-9289,Giving[294],['10-261[192]'],['10-257'],None,None,None,None,None,None,None,None,None,aan tebieder,"['10-273', '10-274']",bestend was . Wij hebben de eer een afschrift van deezen brief met een Nederduitsche Vertaaling onder de bijlaagen [ aan tebieder ] . Voorts hebben Wij de eer UWe Hoog Edelheeden hier nevens aan te bieder kopijen van twee schreete brieven,Giving,10-274
231,tebieder,isOfType,10-274,9290-9298,Giving[294],['10-261[192]'],['10-257'],None,None,None,None,None,None,None,None,None,aan tebieder,"['10-273', '10-274']",bestend was . Wij hebben de eer een afschrift van deezen brief met een Nederduitsche Vertaaling onder de bijlaagen [ aan tebieder ] . Voorts hebben Wij de eer UWe Hoog Edelheeden hier nevens aan te bieder kopijen van twee schreete brieven,Giving,10-274
232,aan,isOfType,11-11,9357-9360,Giving[295],['11-14[194]'],['11-3'],None,None,None,['11-6[193]'],None,None,None,None,None,aan tebieder,"['10-273', '10-274']",bestend was . Wij hebben de eer een afschrift van deezen brief met een Nederduitsche Vertaaling onder de bijlaagen [ aan tebieder ] . Voorts hebben Wij de eer UWe Hoog Edelheeden hier nevens aan te bieder kopijen van twee schreete brieven,Giving,10-274
233,te,isOfType,11-12,9361-9363,Giving[295],['11-14[194]'],['11-3'],None,None,None,['11-6[193]'],None,None,None,None,None,te,['11-12'],"Nederduitsche Vertaaling onder de bijlaagen aan tebieder . Voorts hebben Wij de eer UWe Hoog Edelheeden hier nevens aan [ te ] bieder kopijen van twee schreete brieven van koetsjiem van den 24 : ' Iunuarij en 12:e deezer , met een",Giving,11-12
234,bieder,isOfType,11-13,9364-9370,Giving[295],['11-14[194]'],['11-3'],None,None,None,['11-6[193]'],None,None,None,None,None,bieder,['11-13'],"Vertaaling onder de bijlaagen aan tebieder . Voorts hebben Wij de eer UWe Hoog Edelheeden hier nevens aan te [ bieder ] kopijen van twee schreete brieven van koetsjiem van den 24 : ' Iunuarij en 12:e deezer , met een portugeesch",Giving,11-13
235,aangebragt,isOfType,11-36,9493-9503,Arriving[296]|Transportation[297],['11-33[196]|11-14[194]'],['11-33[196]|11-14[194]'],None,None,None,None,None,None,['11-35'],None,['11-32[195]'],aangebragt,['11-36'],"schreete brieven van koetsjiem van den 24 : ' Iunuarij en 12:e deezer , met een portugeesch Vaartuig alhier [ aangebragt ] , Waar uit blijkt , dat de Engelschen door het Vernielen van het leger van Huider Ali bij Pallicheri Zig",Arriving,11-36
236,Vernielen,isOfType,11-47,9549-9558,Destroying[298]|ViolentContest[299],"['11-49[200]|11-44[198]', '11-49[201]']","['11-44[197]', '11-49[200]|11-44[198]', '11-49[201]']",None,None,"['11-49[200]|11-44[198]', '11-49[201]']",None,None,None,None,None,None,Vernielen,['11-47'],"12:e deezer , met een portugeesch Vaartuig alhier aangebragt , Waar uit blijkt , dat de Engelschen door het [ Vernielen ] van het leger van Huider Ali bij Pallicheri Zig meester van het geheele Samarijnsche land gemaakt hebben , 't Welk",Destroying,11-47
237,Zig,isOfType,11-56,9603-9606,TakingUnderControl[300],['11-59[202]'],['11-44[199]'],None,None,None,None,None,None,None,None,None,Zig meester van het geheele Samarijnsche land gemaakt,"['11-56', '11-57', '11-58', '11-59', '11-60', '11-61', '11-62', '11-63']",", Waar uit blijkt , dat de Engelschen door het Vernielen van het leger van Huider Ali bij Pallicheri [ Zig meester van het geheele Samarijnsche land gemaakt ] hebben , 't Welk die van koetssien bedugt heeft gemaakt voor een beleegering",TakingUnderControl,11-63
238,meester,isOfType,11-57,9607-9614,TakingUnderControl[300],['11-59[202]'],['11-44[199]'],None,None,None,None,None,None,None,None,None,Zig meester van het geheele Samarijnsche land gemaakt,"['11-56', '11-57', '11-58', '11-59', '11-60', '11-61', '11-62', '11-63']",", Waar uit blijkt , dat de Engelschen door het Vernielen van het leger van Huider Ali bij Pallicheri [ Zig meester van het geheele Samarijnsche land gemaakt ] hebben , 't Welk die van koetssien bedugt heeft gemaakt voor een beleegering",TakingUnderControl,11-63
239,van,isOfType,11-58,9615-9618,TakingUnderControl[300],['11-59[202]'],['11-44[199]'],None,None,None,None,None,None,None,None,None,Zig meester van het geheele Samarijnsche land gemaakt,"['11-56', '11-57', '11-58', '11-59', '11-60', '11-61', '11-62', '11-63']",", Waar uit blijkt , dat de Engelschen door het Vernielen van het leger van Huider Ali bij Pallicheri [ Zig meester van het geheele Samarijnsche land gemaakt ] hebben , 't Welk die van koetssien bedugt heeft gemaakt voor een beleegering",TakingUnderControl,11-63
240,het,isOfType,11-59,9619-9622,TakingUnderControl[300],['11-59[202]'],['11-44[199]'],None,None,None,None,None,None,None,None,None,Zig meester van het geheele Samarijnsche land gemaakt,"['11-56', '11-57', '11-58', '11-59', '11-60', '11-61', '11-62', '11-63']",", Waar uit blijkt , dat de Engelschen door het Vernielen van het leger van Huider Ali bij Pallicheri [ Zig meester van het geheele Samarijnsche land gemaakt ] hebben , 't Welk die van koetssien bedugt heeft gemaakt voor een beleegering",TakingUnderControl,11-63
241,geheele,isOfType,11-60,9623-9630,TakingUnderControl[300],['11-59[202]'],['11-44[199]'],None,None,None,None,None,None,None,None,None,Zig meester van het geheele Samarijnsche land gemaakt,"['11-56', '11-57', '11-58', '11-59', '11-60', '11-61', '11-62', '11-63']",", Waar uit blijkt , dat de Engelschen door het Vernielen van het leger van Huider Ali bij Pallicheri [ Zig meester van het geheele Samarijnsche land gemaakt ] hebben , 't Welk die van koetssien bedugt heeft gemaakt voor een beleegering",TakingUnderControl,11-63
242,Samarijnsche,isOfType,11-61,9631-9643,TakingUnderControl[300],['11-59[202]'],['11-44[199]'],None,None,None,None,None,None,None,None,None,Zig meester van het geheele Samarijnsche land gemaakt,"['11-56', '11-57', '11-58', '11-59', '11-60', '11-61', '11-62', '11-63']",", Waar uit blijkt , dat de Engelschen door het Vernielen van het leger van Huider Ali bij Pallicheri [ Zig meester van het geheele Samarijnsche land gemaakt ] hebben , 't Welk die van koetssien bedugt heeft gemaakt voor een beleegering",TakingUnderControl,11-63
243,land,isOfType,11-62,9644-9648,TakingUnderControl[300],['11-59[202]'],['11-44[199]'],None,None,None,None,None,None,None,None,None,Zig meester van het geheele Samarijnsche land gemaakt,"['11-56', '11-57', '11-58', '11-59', '11-60', '11-61', '11-62', '11-63']",", Waar uit blijkt , dat de Engelschen door het Vernielen van het leger van Huider Ali bij Pallicheri [ Zig meester van het geheele Samarijnsche land gemaakt ] hebben , 't Welk die van koetssien bedugt heeft gemaakt voor een beleegering",TakingUnderControl,11-63
244,gemaakt,isOfType,11-63,9649-9656,TakingUnderControl[300],['11-59[202]'],['11-44[199]'],None,None,None,None,None,None,None,None,None,Zig meester van het geheele Samarijnsche land gemaakt,"['11-56', '11-57', '11-58', '11-59', '11-60', '11-61', '11-62', '11-63']",", Waar uit blijkt , dat de Engelschen door het Vernielen van het leger van Huider Ali bij Pallicheri [ Zig meester van het geheele Samarijnsche land gemaakt ] hebben , 't Welk die van koetssien bedugt heeft gemaakt voor een beleegering",TakingUnderControl,11-63
245,beleegering,isOfType,11-76,9721-9732,Besieging,['11-68[203]'],None,None,None,None,None,None,None,None,None,None,beleegering,['11-76'],"meester van het geheele Samarijnsche land gemaakt hebben , 't Welk die van koetssien bedugt heeft gemaakt voor een [ beleegering ] , Welke beduchting tans echter werkelijk is verminderd nu de fransche Vloot is aangekoomen . Onder het sluijter deezes ontvangen",Besieging,11-76
246,aangekoomen,isOfType,11-90,9811-9822,Arriving,None,['11-86[204]'],None,None,None,None,None,None,None,None,None,aangekoomen,['11-90'],"bedugt heeft gemaakt voor een beleegering , Welke beduchting tans echter werkelijk is verminderd nu de fransche Vloot is [ aangekoomen ] . Onder het sluijter deezes ontvangen Wij berigt Van Manaar dat de Engelschen den 19 . ' februari met 500",Arriving,11-90
247,ontvangen,isOfType,11-96,9850-9859,Getting,['11-98[205]'],['11-97'],None,None,None,None,None,None,None,None,None,ontvangen,['11-96'],", Welke beduchting tans echter werkelijk is verminderd nu de fransche Vloot is aangekoomen . Onder het sluijter deezes [ ontvangen ] Wij berigt Van Manaar dat de Engelschen den 19 . ' februari met 500 . sipahis bezit van ons fort",Getting,11-96
248,bezit,isOfType,11-113,9936-9941,TakingUnderControl[301]|Attacking[302],"['11-115[214]', '11-102[206]|11-115[215]']","['11-110[210]', '11-102[206]|11-115[215]', '11-102[207]']",None,None,None,None,None,None,None,None,['11-110[211]'],bezit van ons fort te Tutu Roeijn hebben genomen,"['11-113', '11-114', '11-115', '11-116', '11-117', '11-118', '11-119', '11-120', '11-121']","sluijter deezes ontvangen Wij berigt Van Manaar dat de Engelschen den 19 . ' februari met 500 . sipahis [ bezit van ons fort te Tutu Roeijn hebben genomen ] , en dat dezelve reets bezig waren , om hetzelve te ondermijnen",TakingUnderControl,11-121
249,van,isOfType,11-114,9942-9945,TakingUnderControl[301]|Attacking[302],"['11-115[214]', '11-102[206]|11-115[215]']","['11-110[210]', '11-102[206]|11-115[215]', '11-102[207]']",None,None,None,None,None,None,None,None,['11-110[211]'],bezit van ons fort te Tutu Roeijn hebben genomen,"['11-113', '11-114', '11-115', '11-116', '11-117', '11-118', '11-119', '11-120', '11-121']","sluijter deezes ontvangen Wij berigt Van Manaar dat de Engelschen den 19 . ' februari met 500 . sipahis [ bezit van ons fort te Tutu Roeijn hebben genomen ] , en dat dezelve reets bezig waren , om hetzelve te ondermijnen",TakingUnderControl,11-121
250,ons,isOfType,11-115,9946-9949,TakingUnderControl[301]|Attacking[302],"['11-115[214]', '11-102[206]|11-115[215]']","['11-110[210]', '11-102[206]|11-115[215]', '11-102[207]']",None,None,None,None,None,None,None,None,['11-110[211]'],bezit van ons fort te Tutu Roeijn hebben genomen,"['11-113', '11-114', '11-115', '11-116', '11-117', '11-118', '11-119', '11-120', '11-121']","sluijter deezes ontvangen Wij berigt Van Manaar dat de Engelschen den 19 . ' februari met 500 . sipahis [ bezit van ons fort te Tutu Roeijn hebben genomen ] , en dat dezelve reets bezig waren , om hetzelve te ondermijnen",TakingUnderControl,11-121
251,fort,isOfType,11-116,9950-9954,TakingUnderControl[301]|Attacking[302],"['11-115[214]', '11-102[206]|11-115[215]']","['11-110[210]', '11-102[206]|11-115[215]', '11-102[207]']",None,None,None,None,None,None,None,None,['11-110[211]'],bezit van ons fort te Tutu Roeijn hebben genomen,"['11-113', '11-114', '11-115', '11-116', '11-117', '11-118', '11-119', '11-120', '11-121']","sluijter deezes ontvangen Wij berigt Van Manaar dat de Engelschen den 19 . ' februari met 500 . sipahis [ bezit van ons fort te Tutu Roeijn hebben genomen ] , en dat dezelve reets bezig waren , om hetzelve te ondermijnen",TakingUnderControl,11-121
252,te,isOfType,11-117,9955-9957,TakingUnderControl[301]|Attacking[302],"['11-115[214]', '11-102[206]|11-115[215]']","['11-110[210]', '11-102[206]|11-115[215]', '11-102[207]']",None,None,None,None,None,None,None,None,['11-110[211]'],bezit van ons fort te Tutu Roeijn hebben genomen,"['11-113', '11-114', '11-115', '11-116', '11-117', '11-118', '11-119', '11-120', '11-121']","sluijter deezes ontvangen Wij berigt Van Manaar dat de Engelschen den 19 . ' februari met 500 . sipahis [ bezit van ons fort te Tutu Roeijn hebben genomen ] , en dat dezelve reets bezig waren , om hetzelve te ondermijnen",TakingUnderControl,11-121
253,Tutu,isOfType,11-118,9958-9962,TakingUnderControl[301]|Attacking[302],"['11-115[214]', '11-102[206]|11-115[215]']","['11-110[210]', '11-102[206]|11-115[215]', '11-102[207]']",None,None,None,None,None,None,None,None,['11-110[211]'],bezit van ons fort te Tutu Roeijn hebben genomen,"['11-113', '11-114', '11-115', '11-116', '11-117', '11-118', '11-119', '11-120', '11-121']","sluijter deezes ontvangen Wij berigt Van Manaar dat de Engelschen den 19 . ' februari met 500 . sipahis [ bezit van ons fort te Tutu Roeijn hebben genomen ] , en dat dezelve reets bezig waren , om hetzelve te ondermijnen",TakingUnderControl,11-121
254,Roeijn,isOfType,11-119,9963-9969,TakingUnderControl[301]|Attacking[302],"['11-115[214]', '11-102[206]|11-115[215]']","['11-110[210]', '11-102[206]|11-115[215]', '11-102[207]']",None,None,None,None,None,None,None,None,['11-110[211]'],bezit van ons fort te Tutu Roeijn hebben genomen,"['11-113', '11-114', '11-115', '11-116', '11-117', '11-118', '11-119', '11-120', '11-121']","sluijter deezes ontvangen Wij berigt Van Manaar dat de Engelschen den 19 . ' februari met 500 . sipahis [ bezit van ons fort te Tutu Roeijn hebben genomen ] , en dat dezelve reets bezig waren , om hetzelve te ondermijnen",TakingUnderControl,11-121
255,hebben,isOfType,11-120,9970-9976,TakingUnderControl[301]|Attacking[302],"['11-115[214]', '11-102[206]|11-115[215]']","['11-110[210]', '11-102[206]|11-115[215]', '11-102[207]']",None,None,None,None,None,None,None,None,['11-110[211]'],bezit van ons fort te Tutu Roeijn hebben genomen,"['11-113', '11-114', '11-115', '11-116', '11-117', '11-118', '11-119', '11-120', '11-121']","sluijter deezes ontvangen Wij berigt Van Manaar dat de Engelschen den 19 . ' februari met 500 . sipahis [ bezit van ons fort te Tutu Roeijn hebben genomen ] , en dat dezelve reets bezig waren , om hetzelve te ondermijnen",TakingUnderControl,11-121
256,genomen,isOfType,11-121,9977-9984,TakingUnderControl[301]|Attacking[302],"['11-115[214]', '11-102[206]|11-115[215]']","['11-110[210]', '11-102[206]|11-115[215]', '11-102[207]']",None,None,None,None,None,None,None,None,['11-110[211]'],bezit van ons fort te Tutu Roeijn hebben genomen,"['11-113', '11-114', '11-115', '11-116', '11-117', '11-118', '11-119', '11-120', '11-121']","sluijter deezes ontvangen Wij berigt Van Manaar dat de Engelschen den 19 . ' februari met 500 . sipahis [ bezit van ons fort te Tutu Roeijn hebben genomen ] , en dat dezelve reets bezig waren , om hetzelve te ondermijnen",TakingUnderControl,11-121
257,ondermijnen,evokes,11-133,10035-10046,Besieging,"['11-131[220]', '11-115[216]']","['11-102[208]', '11-125[218]']",None,None,None,None,None,None,None,None,['11-110[212]'],ondermijnen,['11-133'],"van ons fort te Tutu Roeijn hebben genomen , en dat dezelve reets bezig waren , om hetzelve te [ ondermijnen ] ten einde het te doen springen ; en Voorts dat nog Vier man van de agtergelatene bezetting te Manaar Waren",Besieging,11-133
258,doen,isOfType,11-138,10064-10068,Destroying[303],"['11-136', '11-115[217]', '11-131[221]']","['11-102[209]', '11-110[213]', '11-125[219]']",None,None,None,None,None,None,None,None,None,doen springen,"['11-138', '11-139']","Roeijn hebben genomen , en dat dezelve reets bezig waren , om hetzelve te ondermijnen ten einde het te [ doen springen ] ; en Voorts dat nog Vier man van de agtergelatene bezetting te Manaar Waren aangekomen Wij hebben de Eer",Destroying,11-139
